Carimbo de data/hora;ID;Selecionado;Gênero;Qual a sua escola / faculdade / instituto?;Qual o seu curso / programa de pós?;Em que ano você está?;Você já participou de quantos hackathons?;Qual a sua especialidade?;Você já tem equipe formada?;Se sim, conte-nos quem são:;Time
20/05/2018 14:55:18;226;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Matemática Aplicada e Computacional;1° ano;0;Nenhuma;Sim;32, 104, 226, 341;49
20/05/2018 18:52:54;231;N;F;Escola Politécnica (Poli);Engenharia Elétrica;5° ano ou mais;0;Desenvolvedor;Sim;123, 194, 231;13
20/05/2018 19:00:20;83;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Não;19, 354, 83;30
20/05/2018 19:12:07;19;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Desenvolvedor;Sim;19, 354, 83;30
20/05/2018 20:34:26;21;N;M;Faculdade de Arquitetura e Urbanismo (FAU);Design;3° ano;0;Negócios;Sim;21, 71, 211, 235;34
20/05/2018 20:35:19;291;N;M;Faculdade de Medicina de Ribeirão Preto (FMRP);Informática Biomédica;1° ano;0;Desenvolvedor;Sim;;0
20/05/2018 20:40:07;209;N;F;Instituto de Ciências Biomédicas (ICB);;3° ano;0;Nenhuma;Sim;203, 209;32
20/05/2018 20:47:44;77;N;F;Faculdade de Direito (FD);Direito;1° ano;0;Negócios;Não;;0
20/05/2018 21:21:26;2;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3° ano;1;Desenvolvedor;Sim;2, 200, 330;31
20/05/2018 21:24:38;330;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;Pós-graduação;5;Desenvolvedor;Sim;2, 200, 330;31
20/05/2018 21:24:39;200;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;5° ano ou mais;0;Desenvolvedor;Sim;2, 200, 330;31
20/05/2018 21:58:13;203;N;M;Escola Politécnica (Poli);Engenharia Elétrica;3° ano;0;Desenvolvedor;Sim;203, 209;32
20/05/2018 22:04:38;271;N;M;Escola de Comunicações e Artes (ECA);Música;5° ano ou mais;0;Cientista de Dados;Não;;0
20/05/2018 22:04:53;344;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1° ano;0;Desenvolvedor;Não;;0
20/05/2018 22:15:02;267;N;M;Instituto de Ciências Biomédicas (ICB);Ciencias Biomédicas ;1° ano;0;Nenhuma;Sim;;0
20/05/2018 22:15:26;63;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;2° ano;0;Desenvolvedor;Não;;0
20/05/2018 22:15:57;24;N;M;Escola Politécnica (Poli);Engenharia Civil;4° ano;0;Negócios;Sim;24, 63;39
20/05/2018 22:27:37;156;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Desenvolvedor;Não;;0
20/05/2018 23:36:02;354;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Cientista de Dados;Sim;19, 354, 83;30
21/05/2018 01:52:40;238;N;F;Faculdade de Arquitetura e Urbanismo (FAU);Design;4° ano;0;Designer;Sim;40, 238;55
21/05/2018 10:09:32;241;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3° ano;0;Desenvolvedor;Não;;0
21/05/2018 11:53:56;110;N;M;Escola Politécnica (Poli);Engenharia da Computação;5° ano ou mais;2;Desenvolvedor;Não;103, 110;4
