Carimbo de data/hora;ID;Selecionado;Gênero;Qual a sua escola / faculdade / instituto?;Qual o seu curso / programa de pós?;Em que ano você está?;Você já participou de quantos hackathons?;Qual a sua especialidade?;Você já tem equipe formada?;Se sim, conte-nos quem são:;Time;Em que universidade você estuda (ou estudou)?
25/07/2016 19:49:37;225;N;M;Não USP;;;0;Negócios;Não;;0;UNIFIEO
25/07/2016 20:23:28;50;N;M;Escola Politécnica (Poli);Engenharia Elétrica;1º ano;0;Desenvolvedor;Sim;50, 252;55;
25/07/2016 20:25:13;252;N;F;Escola Politécnica (Poli);Engenharia Mecatrônica;2º ano;0;Desenvolvedor;Sim;50, 252;55;
25/07/2016 20:26:52;230;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Sim;171, 183, 230, 232;22;
25/07/2016 20:50:50;471;N;M;Escola Politécnica (Poli);Engenharia de Produção;3º ano;0;Empreendedor/Negócios;Não;273, 318, 471;39;
25/07/2016 21:01:22;500;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;5º ano ou mais;0;Marketing;Não;;0;
25/07/2016 21:04:07;347;N;M;Não USP;;;0;Designer;Não;;0;UFSCar
25/07/2016 21:12:41;470;N;M;Escola de Artes, Ciências e Humanidades (EACH);Pós-graduação em Sistemas de Informação;Pós-graduação;0;Desenvolvedor;Sim;255, 256, 357, 470;36;
25/07/2016 21:48:13;129;N;M;Não USP;;;0;Engenharia;Não;;0;
25/07/2016 22:11:41;216;N;M;Escola Politécnica (Poli);Engenharia de Minas;1º ano;0;Desenvolvedor;Sim;182, 216, 463;24;
25/07/2016 22:15:55;182;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1º ano;1;Desenvolvedor;Sim;182, 216, 463;24;
25/07/2016 22:28:49;464;N;M;Escola Politécnica (Poli);Engenharia da Computação;3º ano;0;Desenvolvedor;Não;;0;
25/07/2016 23:16:11;142;N;F;Não USP;;;0;Desenvolvedor;Não;;0;Estácio de Sá
25/07/2016 23:26:23;321;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;3º ano;0;Empreendedor/Negócios;Não;;0;
25/07/2016 23:51:36;273;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Não;273, 318, 471;39;
26/07/2016 00:04:13;318;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;5º ano ou mais;1;Empreendedor/Negócios;Sim;273, 318, 471;39;
26/07/2016 00:11:36;300;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;5º ano ou mais;0;Desenvolvedor;Sim;;0;
26/07/2016 00:12:28;359;N;M;Não USP;;;2;Desenvolvedor;Não;;0;UFABC
26/07/2016 01:12:50;446;N;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;4º ano;0;Designer;Não;;0;
26/07/2016 11:40:43;42;N;?;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4º ano;0;Empreendedor/Negócios;Não;;0;
26/07/2016 12:18:19;110;N;F;Faculdade de Arquitetura e Urbanismo (FAU);Arquitetura e Urbanismo;5º ano ou mais;0;Designer;Sim;110, 373, 467;6;
26/07/2016 12:49:52;239;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3º ano;0;Desenvolvedor;Sim;239, 550;33;
26/07/2016 12:57:41;381;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;1º ano;0;Desenvolvedor;Sim;213, 381, 505, 524;29;
26/07/2016 13:16:17;81;N;M;Escola Politécnica (Poli);Engenharia da Computação;1º ano;0;Desenvolvedor;Não;81, 91, 128, 297;61;
26/07/2016 13:56:33;302;N;M;Não USP;;;0;Desenvolvedor;Sim;302, 518;44;FEI
26/07/2016 14:00:35;128;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Ciência da Computação;1º ano;0;Desenvolvedor;Sim;81, 91, 128, 297;61;
26/07/2016 14:45:38;441;N;F;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;1º ano;0;Empreendedor/Negócios;Não;;0;
26/07/2016 15:39:27;367;N;F;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;1º ano;0;Empreendedor/Negócios;Não;;0;
26/07/2016 16:16:32;327;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1º ano;0;Desenvolvedor;Sim;24, 248, 257, 271, 327, 389;34;
26/07/2016 17:11:22;337;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UFABC
26/07/2016 17:20:35;268;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;1º ano;0;Empreendedor/Negócios;Não;;0;
26/07/2016 17:35:47;290;N;M;Instituto de Física (IF);Física;4º ano;0;Empreendedor/Negócios;Sim;235, 290, 484;32;
26/07/2016 18:03:51;345;N;M;Não USP;;;1;Desenvolvedor;Não;;0;UNESP
26/07/2016 18:42:19;45;N;F;Não USP;;;1;Desenvolvedor;Não;;0;UNICAMP
26/07/2016 18:46:21;235;N;M;Instituto de Física (IF);Física;4º ano;0;Desenvolvedor;Sim;235, 290, 484;32;
26/07/2016 18:51:52;358;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;Centro Universitario Senac
26/07/2016 19:19:16;178;N;M;Não USP;;;2;Desenvolvedor;Não;;0;UNICAMP
26/07/2016 19:36:58;488;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Centro Universitario Senac
26/07/2016 19:56:09;319;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Sim;295, 310, 319, 379;43;
26/07/2016 20:01:36;379;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Sim;295, 310, 319, 379;43;
26/07/2016 20:12:26;519;S;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1º ano;0;Desenvolvedor;Sim;51, 241, 519;56;
26/07/2016 20:23:27;80;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;5º ano ou mais;0;Desenvolvedor;Não;;0;
26/07/2016 21:25:29;202;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing ;1º ano;0;Empreendedor/Negócios;Sim;202, 351, 353, 480;24;
26/07/2016 21:26:49;295;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Sim;295, 310, 319, 379;43;
26/07/2016 21:43:47;153;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2º ano;0;Desenvolvedor;Não;;0;
26/07/2016 22:21:53;175;N;M;Escola Politécnica (Poli);Engenharia de Produção;3º ano;0;Empreendedor/Negócios;Não;138, 151, 175;13;
26/07/2016 22:27:41;191;N;M;Não USP;;;1;Desenvolvedor;Não;;0;UNIFESP
26/07/2016 22:34:42;310;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Sim;295, 310, 319, 379;43;
26/07/2016 23:26:33;365;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2º ano;0;Desenvolvedor;Não;;0;
26/07/2016 23:41:44;457;N;F;Não USP;;;0;Empreendedor/Negócios;Não;;0;UFSCar 
26/07/2016 23:42:05;362;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UFABC
26/07/2016 23:50:16;375;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;1º ano;0;Empreendedor/Negócios;Não;;0;
26/08/2016 13:50:39;33;N;M;Não USP;;;0;Designer;Não;;0;UAM
26/08/2016 14:30:31;136;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3º ano;0;Desenvolvedor;Não;;0;
27/07/2016 09:10:46;67;N;M;Escola Politécnica (Poli);Pós-graduação em Engenharia da Computação;Pós-graduação;0;Desenvolvedor;Não;67, 407;59;
27/07/2016 09:22:48;150;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;1º ano;0;Empreendedor/Negócios;Sim;17, 150, 179, 189;20;
27/07/2016 09:26:40;17;N;F;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;1º ano;0;Empreendedor/Negócios;Sim;17, 150, 179, 189;20;
27/07/2016 09:27:40;179;N;F;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;1º ano;0;Desenvolvedor;Sim;17, 150, 179, 189;20;
27/07/2016 10:36:24;11;N;M;Não USP;;;2;Nenhuma;Não;;0;UNICAMP
27/07/2016 11:07:50;445;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;Colégio Santa Cruz
27/07/2016 12:03:40;189;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;1º ano;0;Empreendedor/Negócios;Sim;17, 150, 179, 189;20;
27/07/2016 12:05:38;156;S;M;Escola Politécnica (Poli);Engenharia da Computação;5º ano ou mais;0;Desenvolvedor;Não;1, 156, 269, 459;1;
27/07/2016 12:06:46;543;N;M;Não USP;;;0;Empreendedor/Negócios;Sim;29, 141, 543, 548;42;FGV
27/07/2016 12:57:39;547;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Economia;4º ano;0;Empreendedor/Negócios;Não;;0;
27/07/2016 13:36:56;127;N;M;Não USP;;;1;Desenvolvedor;Não;;0;IFSP
27/07/2016 13:47:06;522;N;F;Faculdade de Economia, Administração e Contabilidade (FEA);Ciências Contábeis;2º ano;0;Empreendedor/Negócios;Não;;0;
27/07/2016 14:36:45;407;N;F;Faculdade de Economia, Administração e Contabilidade (FEA);Doutorado em Administração ;1º ano;0;Empreendedor/Negócios;Sim;67, 407;59;
27/07/2016 14:39:17;537;N;F;Escola Politécnica (Poli);Engenharia Mecânica;1º ano;0;Empreendedor/Negócios;Sim;198, 308, 338,  537;23;
27/07/2016 15:50:26;351;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;1º ano;0;Empreendedor/Negócios;Sim;202, 351, 353, 480;24;
27/07/2016 15:52:46;339;S;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2º ano;2;Designer;Sim;227, 303, 339, 402;31;
27/07/2016 16:26:04;38;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4º ano;2;Desenvolvedor;Não;;0;
27/07/2016 16:28:56;163;N;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;3º ano;0;Designer;Sim;145, 163,  528;15;
27/07/2016 16:29:14;73;N;F;Não USP;;;0;Empreendedor/Negócios;Não;;0;FGV
27/07/2016 16:31:36;385;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UFSCar
27/07/2016 16:32:56;326;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Ciências Contábeis;2º ano;0;Empreendedor/Negócios;Não;;0;
27/07/2016 17:08:33;338;N;M;Faculdade de Direito (FD);Direito;1º ano;0;Empreendedor/Negócios;Sim;198, 308, 338,  537;23;
27/07/2016 18:23:55;145;N;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;3º ano;0;Designer;Sim;145, 163,  528;15;
27/07/2016 19:21:17;308;N;M;Escola Politécnica (Poli);Engenharia Mecatrônica;2º ano;0;Empreendedor/Negócios;Sim;198, 308, 338,  537;23;
27/07/2016 19:23:47;399;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;5º ano ou mais;0;Empreendedor/Negócios;Não;;0;
27/07/2016 20:15:53;528;N;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;5º ano ou mais;0;Designer;Sim;145, 163,  528;15;
27/07/2016 21:18:02;455;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Economia;2º ano;1;Desenvolvedor/Negócios;Sim;448, 455, 478, 512;53;
27/07/2016 21:24:20;478;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Ciências Atuariais;5º ano ou mais;0;Empreendedor/Negócios;Sim;448, 455, 478, 512;53;
27/07/2016 21:40:43;448;N;M;Não USP;;;2;Desenvolvedor;Sim;448, 455, 478, 512;53;UNICAMP
27/07/2016 21:41:03;219;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;2º ano;0;Empreendedor/Negócios;Não;;0;
27/07/2016 21:41:52;530;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Universidade Municipal de São Caetano do Sul
27/07/2016 21:43:21;422;N;M;Escola de Artes, Ciências e Humanidades (EACH);Pós-graduação em Sistemas de Informação;Pós-graduação;0;Desenvolvedor;Sim;26, 48, 343, 422;37;
27/07/2016 21:44:03;66;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Universidade Presbiteriana Mackenzie
27/07/2016 21:45:37;200;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UMESP - Universidade Metodista de São Paulo
27/07/2016 21:46:31;510;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;5º ano ou mais;0;Empreendedor/Negócios;Não;;0;
27/07/2016 21:46:42;494;N;F;Instituto de Matemática e Estatística (IME);Matematica Aplicada e Computacional;3º ano;0;Desenvolvedor;Sim;166, 494;19;
27/07/2016 21:48:31;509;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;5º ano ou mais;0;Empreendedor/Negócios;Sim;;0;
27/07/2016 21:48:55;76;N;F;Não USP;;;0;Desenvolvedor;Não;;0;IFSP
27/07/2016 21:49:10;278;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;1º ano;0;Negócios;Não;;0;
27/07/2016 21:51:03;409;N;M;Não USP;;;0;Desenvolvedor;Não;;0;IFPE
27/07/2016 21:51:39;55;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UMESP - Universidade Metodista de São Paulo
27/07/2016 21:52:51;173;N;M;Não USP;;;0;Desenvolvedor;Não;;0;UFABC
27/07/2016 21:53:32;377;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Pós-graduação em Administração de Organizações;Pós-graduação;0;Empreendedor/Negócios;Não;;0;
27/07/2016 21:53:39;442;N;M;Não USP;;;0;Designer;Não;;0;UNIFIEO
27/07/2016 21:55:41;228;N;M;Escola Politécnica (Poli);Engenharia Elétrica;1º ano;0;Desenvolvedor;Não;;0;
27/07/2016 21:55:55;166;N;M;Instituto de Matemática e Estatística (IME);Pós-graduação em Ciência da Computação;Pós-graduação;0;Desenvolvedor;Sim;166, 494;19;
27/07/2016 21:57:19;172;N;M;Escola Politécnica (Poli);Big Data Inteligência na Gestão dos Dados;1º ano;0;Empreendedor/Negócios;Sim;100, 172, 506;2;
27/07/2016 21:57:51;90;N;M;Escola Politécnica (Poli);Engenharia Elétrica;1º ano;0;Desenvolvedor;Não;;0;
27/07/2016 21:58:32;480;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;1º ano;0;Marketing;Sim;202, 351, 353, 480;24;
27/07/2016 22:00:21;100;N;F;Escola Politécnica (Poli);Big Data Inteligência na Gestão dos Dados;Pós-graduação;0;Empreendedor/Negócios;Sim;100, 172, 506;2;
27/07/2016 22:00:29;60;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Fatec
27/07/2016 22:03:41;177;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UMESP - Universidade Metodista de São Paulo
27/07/2016 22:04:59;143;N;M;Não USP;;;0;Desenvolvedor;Não;;0;ETESP
27/07/2016 22:07:51;265;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UNIFESP
27/07/2016 22:08:53;429;N;M;Não USP;;;0;Designer;Não;;0;Fatec
27/07/2016 22:10:54;97;N;M;Não USP;;;0;Negócios;Não;;0;FMU
27/07/2016 22:11:33;297;N;M;Escola Politécnica (Poli);Doutorado em Engenharia da Computação;3º ano;0;Desenvolvedor;Sim;81, 91, 128, 297;61;
27/07/2016 22:11:40;508;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;UFABC
27/07/2016 22:11:41;376;N;M;Escola de Engenharia de São Carlos (EESC);Engenharia da Computação;2º ano;0;Empreendedor/Negócios;Não;;0;
27/07/2016 22:13:51;452;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Fatec
27/07/2016 22:20:35;531;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UMESP - Universidade Metodista de São Paulo
27/07/2016 22:23:00;107;N;M;Não USP;;;0;Desenvolvedor;Não;;0;
27/07/2016 22:23:24;78;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1º ano;1;Designer;Não;;0;
27/07/2016 22:24:41;410;N;M;Escola Politécnica (Poli);Engenharia Elétrica;3º ano;0;Desenvolvedor/Designer;Não;;0;
27/07/2016 22:25:58;506;N;M;Escola Politécnica (Poli);Big Data Inteligência na Gestão dos Dados;1º ano;2;Empreendedor/Negócios;Sim;100, 172, 506;2;
27/07/2016 22:26:17;116;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UNESP
27/07/2016 22:28:24;325;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Contabilidade;2º ano;0;Empreendedor/Negócios;Não;;0;
27/07/2016 22:28:31;155;N;M;Não USP;;;1;Desenvolvedor;Não;;0;UNICAMP
27/07/2016 22:29:15;546;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;
27/07/2016 22:29:35;190;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;UFU
27/07/2016 22:29:50;180;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UNIFESP
27/07/2016 22:34:21;545;N;M;Não USP;;;0;Desenvolvedor;Não;;0;FIAP
27/07/2016 22:35:11;533;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;FGV
27/07/2016 22:39:14;31;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;5º ano ou mais;0;Desenvolvedor;Sim;;0;
27/07/2016 22:45:34;130;N;M;Escola Politécnica (Poli);Engenharia da Computação;3º ano;1;Desenvolvedor;Sim;130, 301;9;
27/07/2016 22:53:28;253;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Faculdade de Engenharia de Sorocaba
27/07/2016 22:53:48;549;N;M;Escola Politécnica (Poli);Engenharia Elétrica;3º ano;1;Desenvolvedor;Não;;0;
27/07/2016 23:01:03;201;N;M;Não USP;;;0;Desenvolvedor/Designer;Não;;0;Universidade Anhembi Morumbi
27/07/2016 23:02:29;186;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Ciências Contábeis;5º ano ou mais;0;Empreendedor/Negócios;Não;;0;
27/07/2016 23:03:01;492;N;F;Não USP;;;0;Marketing;Não;;0;Universidade Anhembi Morumbi
27/07/2016 23:04:36;346;N;F;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;5º ano ou mais;2;Desenvolvedor;Sim;346, 370, 474;49;
27/07/2016 23:06:25;440;N;M;Escola Politécnica (Poli);Engenharia Elétrica;4º ano;0;Empreendedor/Negócios;Não;;0;
27/07/2016 23:11:26;83;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Empreendedor/Negócios;Sim;13, 83, 349;8;
27/07/2016 23:13:09;115;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UFABC
27/07/2016 23:14:33;13;N;M;Não USP;;;0;Empreendedor/Negócios;Sim;13, 83, 349;8;Insper
27/07/2016 23:17:20;349;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Empreendedor/Negócios;Sim;13, 83, 349;8;
27/07/2016 23:19:30;146;N;F;Não USP;;;0;Desenvolvedor;Não;;0;UNIFIEO
27/07/2016 23:23:26;289;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Empreendedor/Negócios;Sim;289, 398;41;
27/07/2016 23:24:33;472;N;M;Escola Politécnica (Poli);Engenharia Elétrica;2º ano;0;Desenvolvedor;Não;;0;
27/07/2016 23:24:45;413;N;M;Escola Politécnica (Poli);Engenharia Química;5º ano ou mais;0;Desenvolvedor;Não;;0;
27/07/2016 23:26:27;20;N;M;Não USP;;;0;Gestão de Projetos;Não;;0;PUC-Campinas
27/07/2016 23:27:45;75;N;F;Não USP;;;0;Desenvolvedor;Não;;0;Fatec
27/07/2016 23:28:31;222;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;5º ano ou mais;0;Empreendedor/Negócios;Não;;0;
27/07/2016 23:32:32;490;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UAM
27/07/2016 23:43:56;196;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;2º ano;0;Empreendedor/Negócios;Não;;0;
27/07/2016 23:46:02;58;N;M;Não USP;;;0;Desenvolvedor;Não;;0;UFF
27/07/2016 23:47:03;274;N;M;Escola Politécnica (Poli);Engenharia Química;1º ano;0;Empreendedor/Negócios;Não;;0;
27/07/2016 23:50:08;512;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;5º ano ou mais;0;Empreendedor/Negócios;Sim;448, 455, 478, 512;53;
27/07/2016 23:56:08;181;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;Positivo
